English,Translation,Dialect
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",أنا عالق هنا في جهاز الصراف الآلي المكسور ولا أعرف ماذا أفعل بعد ذلك. سألت عن 30 جنيها ، وحصلت على 10. صراف آلي قالت إنني حصلت على 30 جنيها. هناك شيء خاطئ جدا هنا وأريد نقودي الآن!,0
Why am I being a charged for using my card?,لماذا يتم محاسبتي على استخدام بطاقتي؟,0
Tell me why there is a fee for a card payment.,أخبرني عن سبب وجود رسوم للدفع بالبطاقة.,0
I paid with my card so so why was I charged a transaction fee?,لقد دفعت ببطاقتي ، فلماذا تم تحصيل رسوم المعاملة من حسابي؟,0
I had to pay a fee when buying items with my card.,اضطررت لدفع رسوم عند شراء سلع ببطاقتي.,0
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,لقد لاحظت رسوما جديدة على حسابي. لم أكن أعرف أن هناك رسوما لهذه المدفوعات. ما هي السياسة؟,0
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,تم تحصيل رسوم مقابل استخدام بطاقتي. هل يمكنني التحقق من ذلك بأي طريقة؟ يبدو أن هناك مناسبات أتقاضى فيها رسوما. هل يمكنك تفصيل هذا؟,0
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,لماذا أتحمل رسوما على بعض المعاملات دون غيرها؟ ما الذي افتقده هنا؟ لا يمكنني العثور على مكان لرؤية هيكل الرسوم في حسابي. يساعد!,0
I paid with my card and was charged extra,دفعت ببطاقتي وتم تحصيل رسوم إضافية,0
I was charged and shouldn't have been charged when using my card!,لقد تم تحصيل رسوم مني ولم يكن من المفترض أن يتم تحصيل رسوم مني عند استخدام بطاقتي!,0
tell me why I was charged more with my card?,أخبرني لماذا تم تحميلي أكثر من بطاقتي؟,0
I paid with my card and I was charged a fee,دفعت ببطاقتي وتم تحصيل رسوم مني,0
Was I charged extra for using my card?,هل تم تحصيل رسوم إضافية مقابل استخدام بطاقتي؟,0
Why was I charged an additional fee when paying with card?,لماذا تم تحصيل رسوم إضافية مني عند الدفع بالبطاقة؟,0
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,أين يمكنني التحقق لمعرفة ما إذا كان سيتم إضافة رسوم إلى دفعتي؟ هل هناك حالات محددة ستؤدي إلى إضافة رسوم؟,0
What is the charge for paying with my card?,ما هي تكلفة الدفع ببطاقتي؟,0
Why am I charged an extra fee on my card?,لماذا يتم تحصيل رسوم إضافية على بطاقتي؟,0
Why am I charged a fee for using my card on some purchases?,لماذا أتحمل رسوما مقابل استخدام بطاقتي في بعض عمليات الشراء؟,0
You promised no fees but now I've got one. What the hell!?,لقد وعدت بعدم دفع أي رسوم ولكن الآن لدي واحدة. بحق الجحيم!؟,0
Why isn't the recipient seeing the transaction? I just sent the money.,لماذا لا يرى المستلم المعاملة؟ لقد أرسلت المال للتو.,0
"A transaction I did to my friend hasn't arrived yet, why?",صفقة قمت بها مع صديقي لم تصل بعد ، لماذا؟,0
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,أواجه مشكلة في تحويل داخل البلد أجريته قبل بضعة أيام. لم تظهر بعد في حسابي. لقد تحققت للتأكد من صحة جميع معلومات الحساب عدة مرات. ما الذي يستغرقه التحويل طويلا؟,0
"I sent money to someone but they haven't gotten it, what's going on?",أرسلت نقودا لشخص ما لكنهم لم يحصلوا عليها ، ما الذي يحدث؟,0
Why hasn't my friend received the money i sent them yet?,لماذا لم يستلم صديقي الأموال التي أرسلتها إليه حتى الآن؟,0
What happens when I money transaction doesn't show up on the receiving side?,ماذا يحدث عندما لا تظهر معاملة الأموال على الجانب المستلم؟,0
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",لقد انتظرت يومين حتى يصل التحويل إلى حساب تجار التجزئة ، فهل سأضطر إلى الانتظار لفترة أطول.,0
Why can't the person I sent the money transfer to see it?,لماذا لا يستطيع الشخص الذي أرسلت حوالة الأموال رؤيته؟,0
I'm waiting for my transaction to complete.,أنا في انتظار اكتمال معاملتي.,0
Why hasn't the money transfer arrived yet?,لماذا لم يصل تحويل الأموال بعد؟,0
Why can't the recepient of my money transaction see it?,لماذا لا يستطيع مستلم معاملة الأموال الخاصة بي رؤيتها؟,0
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,حاولت إجراء تحويل داخل البلد في وقت سابق من هذا الأسبوع. اعتقدت أنه سيكون هناك الآن ولكن ما زلت لا أرى المال. هل يمكنك التحقق من حالة التحويل الخاص بي؟,0
When will I get my money? It's been too long.,متى سأحصل على نقودي؟ مر وقت طويل.,0
"I transferred a payment a couple days ago and it shows done, but it has not been received. Could you please help me?",لقد قمت بتحويل دفعة منذ يومين ويظهر أنها قد اكتملت ، لكن لم يتم استلامها. هلا ساعدتني من فضلك؟,0
Recipient has not received the money,المستلم لم يتلق المال,0
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,كم من الوقت تستغرق التحويلات؟ لقد أرسلت أموالا إلى صديق يحتاجها بشكل عاجل. لقد مرت ساعات ولم تمر.,0
can i top up from a usa credit card,هل يمكنني إعادة التعبئة من بطاقة ائتمان أمريكية,0
I have another card from the U.S. Will you be able to accept that one?,لدي بطاقة أخرى من الولايات المتحدة ، فهل ستتمكن من قبول تلك البطاقة؟,0
I'd prefer to use my American Express when putting funds into my account.,أفضل استخدام بطاقة أمريكان إكسبريس الخاصة بي عند وضع الأموال في حسابي.,0
What currencies can I use?,ما هي العملات التي يمكنني استخدامها؟,0
What currencies and methods can i use to top up my account?,ما هي العملات والطرق التي يمكنني استخدامها لتعبئة حسابي؟,0
What US cards do you accept? I only have 1 other.,ما هي البطاقات الأمريكية التي تقبلونها؟ لدي واحدة آخرى فقط,0
"I want to add money to my card, what payments do you accept?",أرغب في إضافة نقود إلى بطاقتي ، ما هي المدفوعات التي تقبلونها؟,0
What currencies do you accept for adding money to my account?,ما هي العملات التي تقبلونها لإضافة الأموال إلى حسابي؟,0
